annual_income,existing_debt,credit_utilization_pct,employment_years,requested_loan_amount,risk_score
43544.0,5571.0,77.0,10.1,20288.0,41.9
66792.0,11040.0,33.7,6.1,30806.0,26.8
137544.0,63259.0,60.6,26.7,102818.0,36.1
17423.0,21651.0,65.8,17.4,6068.0,67.6
151484.0,70788.0,83.0,32.2,85646.0,43.1
156330.0,53076.0,2.4,1.1,119928.0,35.6
76423.0,8948.0,22.0,2.3,2883.0,13.9
40346.0,66602.0,71.2,14.1,21003.0,100.0
114139.0,14109.0,56.4,2.8,81549.0,24.4
34746.0,33880.0,49.6,9.2,9079.0,66.4
75212.0,44175.0,5.5,34.5,71595.0,30.1
173141.0,40061.0,34.8,7.3,82712.0,0.0
179252.0,54893.0,86.5,6.9,71401.0,21.4
142397.0,52215.0,3.1,20.1,45092.0,0.0
66309.0,79363.0,39.6,17.4,84279.0,100.0
128465.0,79954.0,94.5,20.3,72127.0,69.2
131392.0,41317.0,5.1,13.2,26501.0,0.0
78994.0,7616.0,75.0,28.9,68450.0,23.6
120747.0,58227.0,25.8,4.9,106065.0,68.9
16770.0,78133.0,86.7,15.0,80686.0,100.0
49495.0,25466.0,74.6,24.1,57671.0,64.1
101640.0,36897.0,88.6,30.4,39947.0,27.0
42019.0,33982.0,21.6,12.9,12135.0,46.7
42375.0,4114.0,53.1,19.9,30866.0,27.4
152990.0,53781.0,77.9,2.4,3320.0,22.2
178207.0,28267.0,24.6,6.0,118422.0,0.0
106735.0,62997.0,23.1,2.4,28253.0,48.6
153447.0,66570.0,2.7,25.5,98155.0,17.8
178403.0,65698.0,95.9,10.1,21900.0,7.2
38363.0,33333.0,71.0,25.3,35465.0,64.3
88961.0,25724.0,63.6,2.3,51357.0,51.9
79774.0,59906.0,74.4,30.2,40280.0,60.8
28208.0,64111.0,53.2,29.2,96205.0,100.0
139629.0,39301.0,47.6,3.1,115008.0,44.1
86574.0,71442.0,45.0,0.8,105285.0,100.0
92439.0,11513.0,64.0,2.0,20122.0,23.9
39861.0,70326.0,20.2,29.9,93649.0,100.0
44853.0,7688.0,88.8,8.2,19458.0,55.3
164672.0,12282.0,81.2,19.2,109779.0,0.0
22367.0,42707.0,35.0,14.9,63110.0,98.2
53421.0,5401.0,57.9,27.8,41693.0,18.8
63190.0,4225.0,14.1,17.1,20529.0,0.0
95883.0,41.0,97.2,17.5,3393.0,0.0
111763.0,34905.0,90.3,34.6,31258.0,2.5
96393.0,61970.0,92.2,5.3,109854.0,100.0
28879.0,2787.0,33.2,29.1,96077.0,44.6
55205.0,52181.0,16.9,1.8,116436.0,100.0
154192.0,65850.0,21.2,16.7,13890.0,0.0
120202.0,13440.0,9.0,31.0,71877.0,0.0
122110.0,11749.0,12.0,23.3,32344.0,0.0
125584.0,68864.0,7.1,24.0,66067.0,29.6
140879.0,65850.0,99.0,9.2,39814.0,54.6
24588.0,43115.0,7.4,14.7,35449.0,76.6
75490.0,65536.0,13.3,12.8,69714.0,85.3
104022.0,7420.0,82.7,18.3,23632.0,0.0
70845.0,31559.0,58.0,16.2,57358.0,47.6
154339.0,59024.0,77.4,11.4,78796.0,39.6
94624.0,20596.0,63.1,10.7,17125.0,22.7
141824.0,60186.0,88.2,8.8,111810.0,66.8
155583.0,40334.0,63.8,12.8,61676.0,7.4
98291.0,60021.0,52.2,5.2,98704.0,90.0
165076.0,37174.0,71.3,30.5,79161.0,0.0
111875.0,29432.0,44.7,21.1,85780.0,21.6
155295.0,17535.0,34.6,4.7,86503.0,0.0
71197.0,16670.0,46.8,24.3,105262.0,37.5
97305.0,60119.0,17.0,29.7,74405.0,46.3
102683.0,9513.0,79.7,8.3,34830.0,13.4
32322.0,6879.0,26.1,5.3,13742.0,39.4
80761.0,14103.0,15.4,0.3,73538.0,37.1
166361.0,14028.0,24.6,1.7,9830.0,0.0
119087.0,65849.0,84.2,26.7,30473.0,41.4
44289.0,31881.0,33.0,34.6,9163.0,30.2
70911.0,79231.0,68.6,1.6,66769.0,100.0
46614.0,10977.0,85.6,26.2,20920.0,33.2
19096.0,52283.0,7.8,2.5,74028.0,100.0
168031.0,35898.0,76.5,20.7,95322.0,0.0
88954.0,31433.0,30.8,26.5,98982.0,29.5
65743.0,70007.0,21.7,12.6,38526.0,90.5
113749.0,78048.0,68.9,0.4,66777.0,97.1
16207.0,69829.0,91.0,20.8,68435.0,100.0
60874.0,15384.0,29.5,34.7,57801.0,6.6
131001.0,17664.0,56.9,9.0,79303.0,6.8
119572.0,52486.0,29.0,6.6,26790.0,35.7
176998.0,23127.0,55.4,4.3,117551.0,0.0
117359.0,58778.0,62.2,19.4,13573.0,35.2
